"PublisherLabel" "RegistrationDate" "Ethnicity" "Nationality" "Reason" "Need" "Age" "DecisionDate" "Decision" "DecisionCode"
"London Borough of Hounslow" 2013-08-28 "Asian/AsBrit: Bangladeshi" "Not Rec" "DV - partner" "dependent children" 26 2013-09-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-28 "Black/BlkBrit: African" "UK National" "eviction - parents" "dependent children" 27 2013-09-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-28 "Black/BlkBrit: African" "Not Rec" "rent arrears - private" "dependent children" 39 2013-09-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-28 "Asian/AsBrit: Other" "UK National" "end AST not arrears" "dependent children" 29 2013-10-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-28 "Asian/AsBrit: Other" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 26 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-29 "Other" "Not Rec" "end AST not arrears" "dependent children" 39 2013-08-29 "not elig, other" 5
"London Borough of Hounslow" 2013-08-29 "Asian/AsBrit: Indian" "Not Rec" "DV - partner" "dependent children" 35 2013-09-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-29 "White: Other" "UK National" "end AST not arrears" "dependent children" 42 2013-10-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-29 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - parents" "dependent children" 26 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-08-30 "Asian/AsBrit: Other" "Not Rec" "eviction - parents" "dependent children" 31 2013-09-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "Black/BlkBrit: Other" "Not Rec" "loss of rented - other" "pregnant" 34 2013-09-04 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-02 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 28 2013-09-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "Asian/AsBrit: Other" "Not Rec" "rent arrears - private" "dependent children" 39 2013-10-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "Black/BlkBrit: African" "Not Rec" "loss of rented - other" "vulnerable - physical" 57 2013-10-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "White: British" "Not Rec" "end AST not arrears" "dependent children" 37 2013-10-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "White: Other" "Not Rec" "returned from abroad" "vulnerable-mental illness" 47 2013-11-12 "no priority need" 3
"London Borough of Hounslow" 2013-09-02 "White: British" "Not Rec" "DV - partner" "dependent children" 33 2013-11-18 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-02 "Other" "UK National" "end AST not arrears" "vulnerable - physical" 33 2013-12-06 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-02 "Black/BlkBrit: African" "Non-EEA National" "loss of rented - other" "dependent children" 51 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 40 2014-01-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "White: Other" "Not Rec" "resident llord eviction" "vulnerable - physical" 61 2014-01-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "White: Other" "Not Rec" "returned from abroad" "vulnerable-mental illness" 48 2014-05-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-02 "White: British" "Not Rec" "sleeping rough" "vulnerable-mental illness" 29 2014-06-22 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-03 "White: British" "Not Rec" "eviction - parents" "dependent children" 26 2013-09-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-03 "White: British" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 30 2013-09-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-03 "Asian/AsBrit: Indian" "Not Rec" "DV - partner" "dependent children" 42 2013-09-30 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-03 "White: British" "Not Rec" "rent arrears - private" "dependent children" 30 2013-11-13 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-04 "White: British" "Not Rec" "rent arrears - private" "dependent children" 32 2013-09-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-04 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "vulnerable-mental illness" 61 2013-09-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-04 "White: Other" "Not Rec" "rent arrears - private" "pregnant" 29 2014-01-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-05 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - parents" "dependent children" 32 2013-09-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-05 "White: British" "Not Rec" "rent arrears - LA" "vulnerable - physical" 57 2013-09-23 "no priority need" 3
"London Borough of Hounslow" 2013-09-06 "No Information Provided" "Not Rec" "racial harassment" "dependent children" 35 2013-09-09 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-06 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "vulnerable - old age" 78 2013-10-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-06 "Black/BlkBrit: Caribbean" "Not Rec" "eviction - parents" "pregnant" 20 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-06 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 26 2013-11-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-06 "Other" "Not Rec" "eviction - relatives" "pregnant" 21 2013-12-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-06 "No Information Provided" "Not Rec" "end AST not arrears" "dependent children" 45 2014-04-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-09 "White: British" "Not Rec" "eviction - relatives" "pregnant" 29 2013-09-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-10 "White: British" "Not Rec" "rent arrears - private" "vulnerable - old age" 57 2013-10-28 "no priority need" 3
"London Borough of Hounslow" 2013-09-10 "Asian/AsBrit: Indian" "Not Rec" "end AST not arrears" "dependent children" 31 2013-11-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-12 "White: British" "Not Rec" "eviction - parents" "dependent children" 28 2013-09-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-16 "White: British" "Not Rec" "eviction - parents" "dependent children" 26 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-17 "White: Other" "Not Rec" "leaving hospital" "vulnerable-mental illness" 31 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-18 "White: Other" "Not Rec" "other violence" "vulnerable - other" 37 2013-09-30 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-18 "Black/BlkBrit: Other" "Non-EEA National" "DV - assoc pers not partn" "domestic violence/ threat" 25 2014-04-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-19 "White: British" "Not Rec" "eviction - parents" "dependent children" 24 2013-09-27 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-19 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 50 2013-10-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-19 "Asian/AsBrit: Indian" "UK National" "leaving prison" "vulnerable - other" 48 2013-12-04 "no priority need" 3
"London Borough of Hounslow" 2013-09-19 "Asian/AsBrit: Indian" "UK National" "leaving prison" "vulnerable - other" 49 2014-09-10 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-20 "White: British" "Not Rec" "eviction - parents" "dependent children" 25 2013-09-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 28 2013-09-30 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-23 "White: British" "Not Rec" "eviction - parents" "dependent children" 22 2013-10-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "No Information Provided" "Not Rec" "eviction - parents" "dependent children" 21 2013-10-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "White: Other" "Not Rec" "other" "dependent children" 26 2013-10-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "Black/BlkBrit: Other" "Not Rec" "eviction - parents" "dependent children" 23 2013-10-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "vulnerable-mental illness" 44 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 41 2014-01-16 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-23 "White: British" "Not Rec" "end AST not arrears" "vulnerable - other" 63 2014-02-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-25 "White: British" "Not Rec" "leaving hospital" "vulnerable-mental illness" 41 2013-11-12 "Not Homeless" 4
"London Borough of Hounslow" 2013-09-26 "Mixed: White/Asian" "Not Rec" "eviction - parents" "dependent children" 27 2013-10-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-26 "White: British" "Not Rec" "eviction - parents" "dependent children" 35 2013-10-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-26 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "vulnerable - physical" 33 2014-01-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-09-27 "White: British" "Not Rec" "resident llord eviction" "dependent children" 29 2013-09-30 "Intentionally homeless" 2
"London Borough of Hounslow" 2013-09-30 "Black/BlkBrit: African" "Not Rec" "rent arrears - private" "dependent children" 33 2013-10-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-01 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 27 2013-12-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-01 "White: Other" "Not Rec" "other" "pregnant" 24 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-01 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 40 2014-02-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-02 "Black/BlkBrit: African" "Not Rec" "rent arrears - private" "dependent children" 48 2013-10-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-02 "Asian/AsBrit: Bangladeshi" "Not Rec" "resident llord eviction" "dependent children" 39 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-02 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 38 2013-12-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-02 "White: British" "Not Rec" "eviction - parents" "dependent children" 20 2013-12-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-02 "White: British" "Not Rec" "end AST not arrears" "dependent children" 23 2014-04-07 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-03 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 54 2014-11-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-04 "White: British" "Not Rec" "DV - partner" "pregnant" 31 2013-10-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-07 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 28 2013-11-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-07 "No Information Provided" "Not Rec" "resident llord eviction" "dependent children" 40 2013-12-03 "not elig, other" 5
"London Borough of Hounslow" 2013-10-07 "White: British" "UK National" "sleeping rough" "vulnerable - physical" 59 2014-02-20 "no priority need" 3
"London Borough of Hounslow" 2013-10-07 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "vulnerable - old age" 71 2014-03-13 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-07 "White: British" "UK National" "sleeping rough" "vulnerable - physical" 60 2014-05-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-08 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 31 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-09 "Other" "Not Rec" "DV - partner" "dependent children" 24 2013-10-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-09 "Asian/AsBrit: Indian" "Not Rec" "DV - assoc pers not partn" "vulnerable - old age" 65 2013-11-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-09 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 46 2013-12-09 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-09 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 33 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-10 "White: Other" "Not Rec" "other" "dependent children" 20 2013-10-17 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-10 "White: British" "Not Rec" "leaving care" "vulnerable - in care 21+" 21 2013-11-27 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-10 "Asian/AsBrit: Indian" "UK National" "resident llord eviction" "dependent children" 28 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-11 "Black/BlkBrit: Caribbean" "Not Rec" "DV - assoc pers not partn" "dependent children" 27 2013-10-17 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-11 "Black/BlkBrit: African" "Not Rec" "eviction - parents" "dependent children" 32 2013-10-17 "Intentionally homeless" 2
"London Borough of Hounslow" 2013-10-11 "White: Other" "Not Rec" "DV - partner" "dependent children" 32 2013-10-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-11 "Black/BlkBrit: African" "Not Rec" "leaving hospital" "vulnerable-mental illness" 68 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-11 "Mixed: Other" "Not Rec" "end AST not arrears" "dependent children" 34 2013-11-06 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-11 "White: British" "Not Rec" "end AST not arrears" "dependent children" 31 2013-11-22 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-11 "White: Other" "Not Rec" "rent arrears - private" "dependent children" 45 2014-01-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-14 "Black/BlkBrit: African" "Not Rec" "other" "no priority need" 29 2013-10-14 "no priority need" 3
"London Borough of Hounslow" 2013-10-14 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 31 2013-11-26 "not elig, other" 5
"London Borough of Hounslow" 2013-10-14 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 37 2013-12-10 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-15 "White: British" "Not Rec" "end AST not arrears" "dependent children" 36 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-18 "White: British" "Not Rec" "other" "dependent children" 34 2013-11-13 "no priority need" 3
"London Borough of Hounslow" 2013-10-18 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 32 2014-01-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-18 "White: British" "Not Rec" "other" "vulnerable - old age" 65 2014-02-06 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-18 "Black/BlkBrit: African" "Not Rec" "resident llord eviction" "dependent children" 36 2014-02-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-21 "White: Other" "Not Rec" "emergency e.g. fire" "dependent children" 36 2013-12-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-21 "White: British" "Not Rec" "other" "vulnerable-mental illness" 47 2014-02-06 "no priority need" 3
"London Borough of Hounslow" 2013-10-21 "White: British" "Not Rec" "other" "vulnerable-mental illness" 47 2014-06-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-22 "Black/BlkBrit: Caribbean" "Not Rec" "eviction - parents" "dependent children" 20 2013-10-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-22 "White: Other" "Not Rec" "eviction - parents" "dependent children" 22 2013-10-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-22 "Mixed: Other" "Not Rec" "eviction - parents" "dependent children" 22 2013-11-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-22 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 46 2013-12-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-23 "Other" "Not Rec" "eviction - relatives" "vulnerable - old age" 75 2013-10-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-23 "No Information Provided" "Not Rec" "DV - partner" "dependent children" 27 2014-01-03 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-23 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 35 2014-02-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-24 "White: British" "UK National" "eviction - parents" "pregnant" 18 2013-10-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-25 "White: British" "Not Rec" "eviction - parents" "dependent children" 22 2013-10-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-25 "Black/BlkBrit: Other" "Not Rec" "DV - partner" "dependent children" 45 2013-12-16 "Not Homeless" 4
"London Borough of Hounslow" 2013-10-25 "Other" "Other EEA National" "other" "dependent children" 46 2013-12-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-28 "Black/BlkBrit: Caribbean" "Not Rec" "eviction - parents" "pregnant" 25 2013-10-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-28 "Black/BlkBrit: Other" "Not Rec" "eviction - parents" "dependent children" 30 2013-11-08 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-28 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 38 2013-11-12 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-28 "White: Other" "Not Rec" "DV - partner" "vulnerable-mental illness" 26 2013-11-13 "no priority need" 3
"London Borough of Hounslow" 2013-10-28 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 35 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-28 "White: Irish" "UK National" "other violence" "dependent children" 35 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-29 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 48 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-29 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "pregnant" 31 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-29 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - parents" "vulnerable-mental illness" 28 2013-11-08 "no priority need" 3
"London Borough of Hounslow" 2013-10-29 "White: British" "UK National" "eviction - relatives" "vulnerable-mental illness" 22 2013-12-11 "no priority need" 3
"London Borough of Hounslow" 2013-10-29 "White: Other" "UK National" "end AST not arrears" "vulnerable - physical" 52 2014-01-15 "no priority need" 3
"London Borough of Hounslow" 2013-10-29 "White: Other" "UK National" "end AST not arrears" "vulnerable - physical" 52 2014-04-02 "no priority need" 3
"London Borough of Hounslow" 2013-10-29 "White: Other" "UK National" "end AST not arrears" "vulnerable - physical" 52 2014-07-14 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-30 "Black/BlkBrit: African" "Not Rec" "eviction - relatives" "dependent children" 25 2013-11-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-30 "White: Irish" "Not Rec" "emergency e.g. fire" "emergency-fire/flood etc" 71 2013-11-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-31 "White: British" "Not Rec" "eviction - parents" "pregnant" 21 2013-10-31 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-31 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 67 2014-01-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-10-31 "White: British" "UK National" "other" "pregnant" 30 2014-01-03 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-01 "White: British" "Not Rec" "eviction - parents" "dependent children" 20 2013-11-04 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-01 "Asian/AsBrit: Indian" "Not Rec" "eviction - relatives" "vulnerable - physical" 56 2014-01-09 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-03 "Asian/AsBrit: Other" "Not Rec" "relationshp brkdwn not DV" "dependent children" 20 2013-11-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-04 "No Information Provided" "Non-EEA National" "end AST not arrears" "dependent children" 24 2013-11-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-04 "Asian/AsBrit: Indian" "Not Rec" "relationshp brkdwn not DV" "dependent children" 35 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-04 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 57 2014-03-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-04 "Asian/AsBrit: Pakistani" "Not Rec" "eviction - parents" "pregnant" 28 2014-03-19 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-04 "White: British" "Not Rec" "eviction - parents" "dependent children" 20 2014-04-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "White: British" "Not Rec" "eviction - relatives" "dependent children" 23 2013-12-05 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "White: Other" "Not Rec" "eviction - relatives" "pregnant" 22 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "Asian/AsBrit: Pakistani" "Not Rec" "DV - assoc pers not partn" "vulnerable - other" 24 2013-12-11 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "dependent children" 29 2014-01-02 "Intentionally homeless" 2
"London Borough of Hounslow" 2013-11-05 "Asian/AsBrit: Indian" "Not Rec" "end AST not arrears" "dependent children" 47 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "Black/BlkBrit: Caribbean" "Not Rec" "rent arrears - private" "dependent children" 69 2014-03-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "White: Other" "Not Rec" "end AST not arrears" "vulnerable - physical" 49 2014-05-09 "no priority need" 3
"London Borough of Hounslow" 2013-11-05 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 40 2014-11-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-05 "White: Other" "Not Rec" "end AST not arrears" "vulnerable - physical" 51 2015-09-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-06 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 42 2013-11-06 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-07 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 45 2014-03-27 "Intentionally homeless" 2
"London Borough of Hounslow" 2013-11-07 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 45 2014-07-01 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-08 "Asian/AsBrit: Indian" "Not Rec" "DV - partner" "dependent children" 36 2014-01-29 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-08 "Black/BlkBrit: Other" "Not Rec" "eviction - relatives" "pregnant" 26 2014-05-02 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-11 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 26 2013-11-25 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-11 "Asian/AsBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 38 2013-12-06 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-11 "Black/BlkBrit: Other" "Not Rec" "other" "drug dependency" 31 2014-01-02 "not elig, other" 5
"London Borough of Hounslow" 2013-11-12 "White: Other" "Not Rec" "eviction - relatives" "dependent children" 31 2014-01-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-13 "Black/BlkBrit: African" "Not Rec" "end AST not arrears" "dependent children" 25 2013-12-24 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-13 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 36 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-13 "White: Other" "Not Rec" "end AST not arrears" "dependent children" 30 2014-03-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-13 "Asian/AsBrit: Indian" "Not Rec" "eviction - parents" "dependent children" 37 2014-04-11 "Intentionally homeless" 2
"London Borough of Hounslow" 2013-11-13 "Asian/AsBrit: Indian" "Not Rec" "eviction - parents" "dependent children" 38 2014-11-26 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-14 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "dependent children" 41 2013-12-03 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-14 "Asian/AsBrit: Pakistani" "Not Rec" "end AST not arrears" "dependent children" 59 2014-03-18 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-14 "Black/BlkBrit: Other" "Not Rec" "end AST not arrears" "vulnerable - physical" 46 2014-04-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-15 "White: British" "Not Rec" "sleeping rough" "vulnerable-mental illness" 55 2013-12-12 "no priority need" 3
"London Borough of Hounslow" 2013-11-15 "Other" "Not Rec" "end AST not arrears" "dependent children" 35 2013-12-20 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-18 "White: British" "Not Rec" "eviction - relatives" "pregnant" 25 2014-05-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-19 "White: British" "Not Rec" "DV - partner" "dependent children" 27 2013-11-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-19 "White: British" "UK National" "end AST not arrears" "dependent children" 27 2014-01-17 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-20 "Black/BlkBrit: Caribbean" "Not Rec" "left hostel/shelter" "dependent children" 45 2014-01-03 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-21 "White: British" "Not Rec" "other" "pregnant" 20 2013-12-04 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-21 "White: British" "Not Rec" "end AST not arrears" "dependent children" 59 2014-01-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-21 "White: British" "UK National" "sleeping rough" "vulnerable - other" 58 2014-03-13 "Not Homeless" 4
"London Borough of Hounslow" 2013-11-21 "White: British" "Not Rec" "rent arrears - private" "vulnerable - physical" 44 2014-04-04 "no priority need" 3
"London Borough of Hounslow" 2013-11-21 "White: British" "Not Rec" "rent arrears - private" "vulnerable - physical" 45 2015-09-30 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-22 "White: British" "Not Rec" "eviction - parents" "vulnerable - physical" 21 2013-11-28 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-22 "White: Other" "UK National" "eviction - parents" "dependent children" 25 2014-07-23 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-25 "Black/BlkBrit: African" "Not Rec" "eviction - relatives" "dependent children" 23 2014-01-15 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-25 "White: Other" "Not Rec" "resident llord eviction" "dependent children" 50 2014-01-21 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-25 "Black/BlkBrit: Other" "Other EEA National" "end AST not arrears" "dependent children" 56 2014-05-29 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-26 "White: British" "Not Rec" "eviction - relatives" "pregnant" 21 2014-01-13 "approved permanent rehous" 1
"London Borough of Hounslow" 2013-11-27 "White: British" "Not Rec" "DV - partner" "vulnerable-mental illness" 46 2014-01-21 "approved permanent rehous" 1
